일자,언론사,제목,중요키워드
20170605,서울신문,[In＆Out] 중소기업과 사람 중심 경제로 미래 50년 대비하자/김기찬 가톨릭대 경영학부 교수,"중소기업_혁신,중소기업,기업_혁신,대기업,사람_중심_경제,사람_중심_경영,대기업_중심_경제,사람_중심,미래_성장,종업원,대기업_중심,경제_모델,성장_모델,사람_중심_기업가_정신,기업가,미래_50년,기업가_정신_경영,구조조정_경영,사업_중심_경제,미래_성장_기회,사람_창의성,혁신_생태계_경제,3대_혁신,기업가_정신,구조조정,한국,효율성,이때쯤_한국_경제,미래_기회,투입_요소,3대_혁신_자원,투자_주도형_경제,사업_중심,1인,미래_50년_대비,중소기업_직원,기업문화_혁신,미래_성과공유제,혁신_생태계,창의성,산출_요소,사람_창의성_제고,의식_변화,관리자_경영,성장_한계,관리자형_경영,원가_절감,일자리,가톨릭대,이때쯤_한국"
20170605,충청일보,"도시탐방 떠난 대전시민행복위, SNS로 숨은 대전 홍보","스토리_탐방,대전_홍보,이날_행사,sns,도시탐방_행사,3일_대전,꽃동네,부사동,4차,시민행복위원회,산업혁명,부사동_꽃동네,4차_산업혁명,도시탐방,제2기_시민행복위원회,부사동_꽃동네_새동네,4차_산업혁명_기업탐방,제2기_시민행복위원회_170여,대전중,생태공원,힐링,실시간,새동네,기업탐방,170여,참가자,기행후기,코스별_개성,권선택,행복위,대전시민행복위원회,시민행복위원,추동_생태공원,이날_참가자들,대전시민행복위,권선택_시장,힐링여행_오지여행,탐방,대전,스토리,행사,이날,홍보,여행,시민,코스,개성,도시,감사,진심"
20170605,헤럴드경제,"백경현 구리시장, “문재인 정부 주요공약, 구리시의 역점사업들과도 맥을 같이하고 있다”","구리시,공약사항,정부_공약사항,대응_보고회,보고회,대통령_공약사항,문재인_정부,백경현,백경현_시장,문재인,문재인대통령_공약사항,1만,문재인_대통령,선제적_대응,공영주차장,전통시장내_공영주차장_설치,사전_준비,문재인대통령_공약사항_이행계획보고회,정부_출범,정부_주요공약,4차,산업혁명,치매안심병원_설치,이날_보고회,10대_우선순위_공약사항,이행_선제적,전통시장내_공영주차장,이행계획,10대,4차_산업혁명,이행계획보고회,공공임대주택_건설,백경현_구리시장,이행계획_수립,생활임금_1만,4차_산업혁명_선도,만큼_사전,12대_약속,4대,지역경제,201개_실천과제,대규모,일자리,25개_실천과제,청년실업,신혼부부,헤럴드,박준환,실생활,헤럴드경제"
20170605,내일신문,문 대통령 '소득주도 성장 정책' 첫 관문,"일자리,일자리_창출,공무원,민간_일자리_창출,여성_일자리,민간_일자리,3개월,공무원_1만,5만,추경안,2조,여성_일자리_환경_개선,1만,추경_편성,일자리_여건_개선,박춘섭,일자리_여건_개선_사업,3년_간_지원,지원_전용_펀드,공무원_증원,서비스_일자리,개선_사업,지원_전용,일자리_여건,2배,일자리_창출_효과,추가_채용,환경_개선,3만,서민생활_안정,추경_편성요건_논란,일자리_창출_마중물_역할,추경_편성_요건,내년_예산_부담,1조,서비스_일자리_2만,박춘섭_기획재정부,6000억,청년_3명,민생_관련_공무원_1만,측정기,치매국가책임제_지원,수령액,서민생활_안정_용도,문재인_정부,기획재정부,3개월_간_육아휴직_급여,정부_의지,증원_방안,추경_편성요건"
20170605,내일신문,정부 따라 서울 자치구들도 4차산업 바람,"4차,4차_산업혁명_교육,4차_산업혁명,산업혁명,서울,마포구,서울_마포구,주차장,공무원,공무원_주민,노원구,민간_주차장,집중력,사물인터넷,서울_자치구,안전_복지,실제_행정,공무원_주민_학생들,신기술,서울_광진구,주택_주차장,한양대_4차_산업혁명_연구소,박홍섭_서울,집중력_향상,전통시장,한양대_4차,자치구,4차_산업혁명_개념,간부_공무원,집중력_향상_사업,산업혁명_연구소,전통시장_화재,박홍섭_서울_마포구청장,민간_혁신기술,사진_마포구,용산구,마포구_5급,전통시장_화재_감지,지역산업,실시간,사진_마포구_제공,은평구,혁신기술,신기술_시험,문화_관광_교육,광진구,종로구_노원구_용산구,학생들,특수학교_학생,움직"
20170605,내일신문,고용부 일자리 추경 3967억원 편성,"중소기업,중소기업_청년,고용부,일자리,고용부_일자리,청년_구직자,육아휴직,추가_증액_규모,추가_증액,구직자,5만,고용부_일자리_추경_3967억,기업_지원금,중년_일자리,고용_장려금,육아휴직_급여,지원금,중소기업_정규직,취업성공패키지_규모,고용부_추경안,중소기업_청년_추,장려금,지역산업맞춤형_일자리_창출_예산,3개월,창출_예산,3967억,추경_3967억,취업성공패키지,고용부_자체,정부_지원금,중년_일자리_창출_방안,지역산업맞춤형_일자리,은퇴자,통상임금,300만,추경안,정규직,육아휴직_급여_하한,중년_특화,고용부_자체_기금운용계획_변경,증액_가능,청년_3명,중소기업_근로자,특별회계,일자리창출,4차,지원액,일반회계,신규_편성,1개월"
20170605,매일경제,"""자유무역은 이제 아시아가 주도, 북핵은 지역안보 악영향""","아시아,아시아_지역,중국,미국,베트남,남중국해,악영향,아시아_지역_안보,매일경제신문,응우옌쑤언푹_베트남_총리,미국_대통령,제23회_아시아,응우옌쑤언푹_베트남,손현덕_매일경제신문,트럼프_대통령,국수주의,신기술,일본,4차,국제기구,베트남_정부,손현덕,5조,중국_견제,세계_fta,교통로,산업혁명,도널드_트럼프,손현덕_매일경제신문_논설실장,도널드,지역안보_악영향,관련_푹_총리,자유무역,5일_일본,응우옌쑤언푹,4차_산업혁명,환경_확보,나머지_10개,보호무역주의_움직임,아시아_국가들,자원_최적화,해상_교통로,개발_모델_책정_국제기구,5일_일본_니혼게이자이신문,환경_확보_친환경적,나머지_10개_참여국들,지난달_31일,4차_산업혁명_시대,극단적_국수주의,자원_최적화_과정"
20170605,한국경제,"대학교수들, 안철수 대통령후보 지지 선언 ""도덕·능력·창의 구비된 후보""","안철수,안철수_후보,대통령_후보,안철수_후보_지지,대학교수,김종현_교수,시대_미래,전국_대학교수,전국_대학교수_539명,지지_선언,안철수_국민의당_대통령_후보,정치인,전국_대학교수들,동명이인,4차,대학교수들,강현욱_교수,공두형_교수,고준석_교수,강성곤_교수,이석룡_교수,고재문_교수,정태훈_교수,강승규_교수,고수만_교수,한동호_교수,황효순_교수,김종현_교수_외_539명,허인옥_교수,황재하_교수_이상,지도자,황재하_교수,정병호_교수,김권섭_교수,이정일_교수,이영하_교수,김철우_교수,안철수_후보_지지선언문_전문,우리나라,정권교체,김종현,현실_정치,일자리,허인옥_교수_이상_9명,교수,혁신_능력,전국_대학교수_일동,최순실,허_탁_교수,김_철_교수"
20170605,파이낸셜뉴스,"IFAWPCA 한국대회 폐막...""아시아 서태평양 지역 관심 제고"" 평가","한국대회,산업혁명,4차,대회_마지막,b2b_미팅,4차_산업혁명,ifawpca_한국대회,2일_개최,4차_산업혁명_시대,2일_제43차,ifawpca,제43차_ifawpca_한국대회,발표자,마지막_발표자,서태평양,아시아,대회_마지막_날,제43차_ifawpca,8개국,아시아_서태평양,ifawpca_한국대회_폐막,대회_3일,황종성,아시아_서태평양_지역,1대,삼환기업,최종환,최종환_삼환기업_회장,서태평양_지역_관심_제고,매튜,이틀간_진행,1일_진행,건설산업,융복합,말레이사아_대표,제4차_산업혁명,서태평양_지역,최종환_삼환기업,건설시장_개척,cynical73,공로상,근로자,현장근로자,대림산업,현대엔지니어링,쌍용건설,국내_대형_건설업체들,gs건설,이포카,말레이시아"
20170605,문화일보,<일자리 추경 11조2000억>공무원·공공부문만 7만1000여명… “청년 취업난 해소 도움”,"일자리,공무원,정부_지원,일자리_1만,청년_채용,일자리_11만,공무원_1만,장애인_지원_일자리,중소기업_취업_청년,1만,일자리_추가_채용,일자리_추경,일자리_창출,일자리_추가,11만,중소기업_취업,장애인_지원,청년층_취업,중소기업,추가_채용,임금_지원,일자리_추경_11조,중앙_공무원,소방관_1500명,청년층,일자리_확대,400만_원_인상,현장인력_1500명,중앙_공무원_4500명,400만,청년층_취업_대란_해소,일자리_11만_개,청년_채용_中企,저소득_취업,장애인,민생_관련_공무원_1만,소방관,3단계,군무원_1500명,제2터미널_종사자_1500명,경우_경찰관_1500명,한해_지원,요양서비스_일자리,경우_사회복지공무원_1500명,지원_대상자,청년_취업난_해소_도움,종사자,취약계층_지원,중앙직,청년_3명"
20170605,한국경제,유전자 빅데이터 분석 인재 육성나서는 부산대,"유전체,빅데이터,유전체_빅데이터,대학원,교육_프로그램,양성_기관,빅데이터_인력,유전체_유망분야,전문가_양성,부산대,유전체_빅데이터_분석,유전체사업,다부처,전문가,유망분야,전문_인력,다부처_유전체사업,대용량_유전체,김철민_부산대_교수,미래창조과학부,유망분야_전문인력_양성,전문인력_양성,김철민_부산대,포스트게놈_다부처_유전체사업,미래부_포스트게놈_다부처_유전체사업,6개,교류체계_구축,김철민_교수,55억_지원,일자리,개방형_교육,효율적_대학원,크숍_프로그램,전문가_공급,보수교육_프로그램,항노화,포스트게놈_다부처,김철민,부산대학교,스트게놈_다부처_유전체사업,보수교육_프로그램_개발,효율적_대학원_교육모델_개발,교류체계_구축_최적화,미래부,국가_경쟁력,대규모_국가,차세대_유전체,유전자_빅데이터,사업으,인프라_구축"
20170605,매일경제,"Part Ⅲ | 헤드헌터가 말하는 4차산업 비즈니스맨 생존법 | 임원은 귀를 열고, 실무자들은 경험치 높여야","신기술,4차,4차_산업,전문가,만큼,4차_산업혁명,산업혁명,실무자,사내_4차,전문가_영입,기업들,직장인,실패_경험,인공지능,빅데이터,업체들,미래_기술_분야,ai,만큼_실패,대로_경험,4차_산업_관련_tf,인재영입,만큼_경험치,해외시장,시행착오,매일경제,대부분_글로벌_업체들,트랜스포메이션,전문_기술_인력,유순신_유앤파트너스_대표,재계_인재영입,디지털트랜스포메이션,박지훈,파괴적_혁신,직장인들,최고경영자,임원급,커뮤니케이션_능력,전문가_기근,관리자들,제4차_산업혁명,관리자,인재풀,유앤파트너스,현대_직장인,관련인재_추천,관련인재_추천_의뢰,해당업계_동향,유순신,인공지능_수업"
20170605,매일경제,4차 산업혁명 비즈니스맨 생존 특명 The 4th Industrial Revolution,"코딩_교육,코딩_강사,직장인,4차,코딩_공부,샐러던트,산업혁명,4차_산업혁명,코딩_환경,컴퓨터_프로그래밍_교육,직장인들,소프트웨어_교육,프로그래밍_교육,일자리,4차_산업혁명_시대,컴퓨터_프로그래밍,직업_환경,컴퓨터_코드,스마트폰,아빠_코딩,미국,코딩_강사_자격증,자동차,비즈니스맨,전문가,샐러던트_증가,비즈니스맨_생존,반면_4차_산업혁명,컴퓨터공학,소프트웨어_수업,취준생,강사_자격증,시간씩_코딩,자기계발,40세,보고서,운전자,이해_자체,엑셀_이야기,미국_백악관,지적재산권,사교육,경제학,코포자,취준,학교_입학,초등코딩교육_강사,컴퓨터_비전공자,제4차_산업혁명,초등학교_코딩강사"
20170605,매일경제,Part Ⅱ | 기업들 특강·사내대학 봇물 4차 산업 인재 ‘키우고 모시고’,"4차,미래_사업,ai,임직원_교육,임직원_미래,드론_교육,직원_교육,4차_산업혁명_교육,회장_4차,빅데이터,임직원,전문가,ai_빅데이터,드론,4차_산업,4차_산업혁명,인공지능,인공지능_사업,ai_인재,산업혁명,교육_기업들,ai_인재_영입,4차_산업혁명_시대_금융,기업들_임직원,4차_산업혁명_시대,산업_인재,인공지능_사업_강화,임직원_미래_역량_강화,드론_활용,직원들,현대엔지니어링,석박사급_ai_전문가,이외_빅데이터,미래_사업_역량_향상,콘서트_주제,기업들,계열사_임직원,사내_직원들,적극_영입,대상_특강,4차_산업혁명_바람,봇물_4차_산업_인재,kt,플랫폼_사업,산업혁명_시대,기업들_특강,시대_금융,석박사급_ai,미래_핵심기술_분야,스마트화_교육"
20170605,한국경제,"[분석과 시각] 일자리 창출, 서비스경제화에 달렸다","일자리,서비스산업,서비스산업_육성,제조업,한국_경제,융복합,서비스_분야,일자리_창출,경쟁력,산업혁명_일자리,한국,서비스산업_발전,융복합_콘텐츠,서비스업,제조업_대비,제조융합_서비스_육성,부가가치,중소기업,산업_간_융복합,산업혁명,4차,제조지원_서비스,ict융합_서비스,부가가치_비중,일자리_창출_효과,청와대,고품질_맞춤식_서비스,4차_산업혁명,정밀의료_서비스,제조융합_서비스,고품질,산업혁명_일자리_보완,서비,융복합_콘텐츠_개발,일자리_상황판,문재인,문재인_정부,제조업_대비_서비스산,신규_일자리,서비스산업_종사자가,서비스산업_노동생산성,교육산업_육성,중점_육성,청년실업,2015년_59.7%,스산업,고부가가치_서비스업,2015년_70.1%,벤처창업,1992년_50.2%"
20170605,헤럴드경제,"“4차산업혁명, 주거복지엔 기회…변화 이끌겠다”","본부장,4차,산업혁명,4차_산업혁명,lh,4차_산업혁명_시대,한병홍,2일_4차_산업혁명,한병홍_lh,2일_4차,한병홍_lh_대구경북본부장,지역_경기,lh_대경본부,정책사업,변화_바람,지역_경기_활성화,대구경북본부장,대경본부,주거복지종합서비스_기관,역할_증대,한병홍_한국토지주택공사,김병진,성원,첨단산업단지,스마트홈,시도민,정보통신기술,스마트시티,시도민들,알파고,경영전략,이세돌,주거복지,활성화,대구경북본,지역_균형발전,공기업,대구경북,바둑_대결,제4차_산업혁명시대,한국토지주택공사,정책사업_수행기관,시간date,변화,지역,기관,역할,기회,선도,시대"
20170605,한국경제,"[2017 추경]中企 신규 채용 3분의 1, 정부가 월급…4차혁명 펀드도","정부_지원,창업_지원,중소기업,중소기업_취업,지원_대상,지원_대상_업종,4차,혁명_지원,기업_고용,중소기업_1만,청년_일자리,청년내일채움공제_지원,정부_지원금,청년_3명,과거_정부,산업_분야_업종,청년수당_지원,4차_산업혁명,신규_고용,취업성공패키지_규모,기업_지원금,청년_일자리_창출,산업_분야,취업성공패키지,5만,일자리,1만,4차_산업혁명_관련_업종,산업혁명,소득_지원,3명,기업_고용_지원안,신규_채용,30만,창업_때_연대보증_부담,청년들,지원금,청년수당_지원_제도,과거_3년,300만,5천억,연대보증_부담,4차_산업혁명_유,대상자,청년내일채움공제,채용_3분,中企_신규_채용_3분,월급여,구직촉진수당,전용_펀드"
20170605,한국경제,"한밭대, 중소기업청 지원 ‘계약학과 주관대학’ 선정","전문가,중소기업청,계약학,중소기업청_지원_계약학,중소기업청_지원,이동형,계약학과,소속기업,한밭대,스마트팩토리_전문가,주관대학,학비_부담,2017년도_계약학,학사과정_계약학과,장기재직,재직자,4차,학과발전,산업혁명,석사학위과정,등록금,공학과,운영관리,한밭대학교,생산시스템,스마트생산경영공학과,생산경영공학과,나머,스마트생산경영공학,평일_야간,인재_확보,4차_산업혁명,이동형_주임교수,기업,생산,스마트,지원,부담,운영,선정,공학,경영,발전,학과,장기,재직,주말,이용,유도,야간"
20170605,헤럴드경제,한국암웨이 “‘감성 지능’ 기반 사업자 지원에 역량 집중”,"김장환_한국암웨이,한국암웨이,사업자,김장환_한국암웨이_대표이사,암웨이_사업자,암웨이,사업자_대표,미래_비전,한국암웨이_김장환,사업자_지원,4차_산업혁명_시대,김장환,한국암웨이_김장환_대표이사,미래_비전_선포식,비전_선포식,신규_사업자,소비자,4차,주년,중요성_강조,디지털_플랫폼_강화,디지털_플랫폼,어린이들,2021년_한국암웨이,한국암웨이_감성,한국암웨이_임직원,김장환_대표이사,디지털_플랫폼_링크,2019년_암웨이,선포식,한국암웨이_감성_지능,사업자들,신규_사업_기회,대표이사,영역별_핵심_전략,미래_비전_선포,다양화,중요성,영역별_핵심,서울,뉴트리션_분야,창출_분야,오프라인,프레스티지_브랜드_강화,김장환_신임_대표이사_취임,온라인_주문_제품,신규_사업,사업자_중심,비즈니스_비전,온라인"
20170605,한국일보,“용인동백세브란스와 의료클러스터 만들어 4차 산업혁명 주도할 터”,"클러스터,4차,연세의료원,의료클러스터,4차_산업혁명,산업혁명,의료클러스터_입주,세브란스,의료계_4차_산업혁명,의료계_4차,4차_산업혁명_시대,4차_산업혁명_주도,의료_분야,한국형_디지털,윤도흠,용인동백세브란스병원,한국형_디지털_헬스케어_플랫폼,융합사이언스,치료기,중입자,ai,의료_빅데이터,중입자_치료기,병원_일대,연세의료원_의무부총장,6만,병원_인력,의료_분야_신_성장모델,용인연세,융합사이언스_파크,서대문구,웁살라,디지컬,의료계_리더,스웨덴,2020년_개원,서울,기자간담회,헬스케어_플랫폼,2012년_5월,연세의료원_의무부총장_겸_의료원장,100여개_기업,일자리_창출,대학_이공계,서울_서대문구,스웨덴_웁살라,고용_창출,2014년_12월_공사,2%_정도,2012년_5월_착공"
20170605,매일신문,"[정부 '일자리' 추경 편성] 청년 3명 뽑으면, 정부가 직원 한명 월급 지원","1천,일자리,노인_일자리,신규_채용,추가_지원,공무원,지원_대상,지원_대상_업종,신규_일자리,중소기업,3천,추가_채용,중소기업_인건비_지원,교사_3천,인건비_지원,공공부문_신규_일자리,9월_1천,소방관_1천,분야_업종,청년_3명,일자리_창출,5천,현장인력_1천,일자리_증가,중소기업_인건비,경찰관_1천,3명,공공부문_신규,공공부문,주택_1천,추경안,4천,소득주도_성장,인건비,중앙_공무원_4천,중앙_공무원,노인_일자리_3만_개,육아휴직,10월_3천,7만,장애인,전국_치매안심센터,소방관,노인_인구,5만,사회서비스_일자리,5일_일자리,보육_분야,취업성공패키지_참여_대상,치매_환자"
20170605,헤럴드경제,[첫 일자리 추경 빛과 그림자] 고용절벽 ‘공공부문으로 뚫기’…지속가능성엔 한계,"일자리,일자리_창출,일자리_추경,공공부문,고용상황,때_일자리_추경,소득주도_성장,고용절벽_공공부문,9개월_연속,성장률,10개월_연속,하지만_재정,고용절벽,뒷받침,10개월_연속_감소세,만큼,4월_기준,4차,4월_청년실업률,노동시간_단축,최고치,9개월,근로시간_단축,9개월_연속_증가,성장률_제고효과,수개월째_24%_안팎,수개월째_24%,감소세,제고효과,효율성,지속가능성,고용악화,하지만,노동개혁,역대_최고치,근본적_대안,저성장_위기,문재인_정부,사상_최악,결국_노동개혁,분기대비_1.1%,총생산,증가분,숙박업,부작용,국내총생산,빈부격차,1개월,실업자,본격화"
20170605,헤럴드경제,“해외 크라우드펀딩 1억 유치때 국내 2억 매칭투자”,"스타트업,크라우드펀딩,해외_크라우드펀딩,매칭투자,킥스타터_크라우드펀딩,국내_크라우드펀딩_성공_스타트업,성공_스타트업,한국벤처투자,스타트업_대표,매칭투자_대상_확대,매칭투자_대상,성공_금액,엔젤투자매칭펀드,킥스타터,스타트업_활성화,실제_해외_크라우드펀딩,매칭투자_특례,자금_마련,국내_투자_활성화,국내_투자_활성화_차원,중기청,엔젤투자매칭펀드_운영규정_개정,차례_투자,매칭펀드,풀뿌리,세계적_크라우드펀딩,개정_움직임,2배,연간_투자,매칭투자_시행,1억,크라우드펀딩_개인투자금액,미국_크라우드펀딩,r&d_지원,크라우드펀딩_개인투자금액_한도,2억,국내_크라우드펀딩_성공률,유망_스타트업,정부_차원,20여개_스타트업,엔젤투자매칭펀드_운영규정,개정안,30여개_스타트업,세계적_크라우드펀딩_플랫폼,미국_크라우드펀딩_사이트_킥스타터,실제_해외,모태펀드_운용기관_한국벤처투자,매칭투자_특례_도입_근거,자금_마련_창구,자금조달"
20170605,헤럴드경제,[11조2000억 추경안] 대선 경쟁후보 공약 곳곳 배치…野설득 묘수될까,"추경안,일자리,경쟁_대선,청년_고용,육아휴직,대선_공통공약,청년_고용_확대,경쟁_대선_후보들,중소기업,육아휴직_급여_인상,육아휴직_급여,공통공약,사실상_반대_방침,공통분모,사실상_반대,대선_공통공약_44개,문재인,후보들,국회_처리,정부_관계자,1명,일자리_창출,청년_3명,4차,산업혁명,대선_경쟁후보,3개월,일자리_대책,일자리_창출_동력_악화,문재인_당시_후보,반대_기류,공통_공약들,4차_산업혁명,육아휴직_사용,국회_처리_불가론,각종_재해,2배_인상,공약들,4차_산업혁명_선,경기침체_극복,중소기업_근로자,각종_재해_대응,최대_월_150만,성공패,취업성공패,진영,12억,정책확대,고졸인력양성,가능성"
20170605,헤럴드경제,[사상 첫 일자리 추경] 곳곳에 대선 공통공약…야당 반대넘을 지지대 될까,"추경안,일자리,청년_고용,육아휴직,청년_고용_확대,문재인,경쟁_대선,육아휴직_급여_인상,대선_공통공약,중소기업,육아휴직_급여,경쟁_대선_후보들,국회_처리,국회_처리_여부,사실상_반대_방침,공통공약,공통분모,사실상_반대,후보들,5당,문재인_당시_후보,정부_관계자,1명,일자리_창출,청년_3명,대선_공통공약_44개,4차,산업혁명,국회_처리_불가론,공통_공약들,3개월,일자리_대책,체당금,일자리_창출_동력_악화,반대_기류,4차_산업혁명,육아휴직_사용,문재인_대통령,5대_후보,각종_재해,2배_인상,공약들,4차_산업혁명_선,경기침체_극복,중소기업_근로자,각종_재해_대응,최대_월_150만,성공패,19일_취임,취업성공패"
20170605,서울경제,"상반기 영업익 20조...삼성·SK하이닉스, 반도체 역사 다시 쓴다","반도체,반도체_시장,삼성전자_반도체,낸드,세계_반도체,세계_반도체_시장,낸드_시장,세계_낸드,삼성전자,세계_메모리_반도체_시장,반도체_제품,1·4분기_반도체,메모리_반도체_시장,상반기_반도체,메모리_반도체,삼성전자_반도체_부문,삼성전자_반도체_부문_영업이익,하이닉스,상반기_삼성전자_반도체_부문,삼성전자_영업이익,삼성_반도체,1·4분기_반도체_부문,2·4분기_반도체,영업이익,반도체_업계,메모리_반도체_부문,상반기_삼성전자,반도체_공장,세계_메모리,2·4분기_반도체_부문_영업이익,삼성_반도체_부문,스마트폰_시장,sk하이닉스,낸드_생산량,상반기,반도체_투자,sk하이닉스_제품,반도체_용량,3d낸드,세계_낸드_1위_업체,스마트폰,삼성,반도체_역사,3d낸드_생산량,1·4분기_실적,고용량,생산량,000억,2조,세계_기업들"
20170605,서울경제,4차 산업혁명 이끌 인재를 키워라 교육 선진국 독일서 배우는 교훈,"독일,교육_선진국_독일,br,교육_선진국,포춘코리아,한국,교육_제도,우등국가_독일,창의성_교육,서울경제_포춘코리아,산업혁명,3무,서울경제,ff0000,선진국,포춘코리아_2017년_6월,서울경제_포춘코리아_편집부,포춘코리아_2017년,독일_전문가,저서들,과학기술,필수과목,4차_산업혁명,독일인,등록금,제조업,인재들,유럽,유치원,사교육,4차,대한민국,편집부,경쟁력,입시_지옥,대학_등록금,시사점,집필_주제,오늘날_대한민국,경쟁력_원천,전문가,교육,사회,저자,과학,인재,국가,기사,지옥,과목"
20170605,서울경제,"멩기니 다쏘시스템 CSO ""대기업만 바라보는 한국, 中企 도와 혁신 꾀해야""","한국,스타트업,다쏘시스템,다쏘,대기업,3d,한국_정부,서울,자사_제품,다쏘시스템_cso_대기업,제품_설계,멩기,3d_설계,다쏘시스템_cso,모니카,모니카_멩기,서울_광화문,제품_수명주기,자사_서비스,국내_스타트업_육성,고객사,3d_익스피리언스,광화문,이노디자인,3d_디자,3d_모델링,솔루션_분야,한국_시장,cso,만큼_정부,3d_설계_방식,연간_10여개_스타트업,시뮬레이션_sw,지난달_31일_국내_스타트업,회사_제품,서울_강남구_이노디자인_빌딩,글로벌_기업,서울_광화문_포시즌호텔,서울_광화문_포시즌스호텔,불균형,제품_수명주기_관리,비전문가,sw,다쏘시스템_최고전략책임자,수명주기,산업혁명,이노디자인_빌딩,익스피리언스,서울_강남구,4차"
20170605,서울경제,"문재인 정부, 18부 4처 17청 체제로 개편…고위 당정청서 논의","개편안,행정자치부,정부조직법_개편안,정부조직법,고위당정청_논의,소방청,안전처,고위당정청_회의,중소기업청,민주당,청와대,4처,정부조직_개편안,18부,홍윤식_행정자치부,김태년,18부_4처_17청_체제,김수현,우원식,전병헌,홍남기,장하성,18부_4처,산업혁명,문재인_정부,일자리,서울,5처,4차,삼청동,홍윤식,4개,5개,통상기능,당정청서_논의,17청_체제,정부조직,홍윤식_행정자치부_장관,일자리_창출,4차_산업혁명,서울_삼청동,당정청,벤처_창업,국정_운영,추미애_대표,일자리_창출_효과,하지만_소방청,4차_산업혁명_시대,서울_삼청동_총리공관,산업통상자원부"
20170605,서울경제,"삼성전자·IBM, 핸드폰 배터리 용량 3배로 늘리는 5nm칩 개발","핀펫_공정,생산_공정,제조_공정,ibm,핀펫,생산_공정_개발,모바일_기기,성능_향상,3배,단일_제조_공정,한국_ibm,나노시트,모바일_기기_제품,리소그래피,극자외선,생산_공정_이미지,실리콘_나노시트_트랜지스터,실리콘_나노시트,한국,극자외선_리소그래피,모바일_ap,전력_소모_시_성능,전력_소모,리서치연합,사물인터넷,공정_개발_과정,한국_ibm_관계자,단일_제조,5나노미터,파운드리,불가능,연구소,핀펫_아키텍처,미국,글로벌파운드리,전체_모바일_ap,극자외선_리소그래피_기술,핸드폰,1m,기타_데이터_집약적_애플리케이션,5일_ibm리서치연합,최대_3배,ibm리서치연합,용량_3배,ap,핸드폰_배터리_용량_3배,삼성전자,기타_데이터,손톱_크기,전류_증가"
20170605,매일경제,통상교섭본부·소방청·해경청 신설 … 국민안전처 사라져,"정부_조직_개편,정부_조직,조직_개편,정부_조직_개편안,정부_조직_개편안_처리,산업부,개편안,차관급,통상_업무,개편안_처리,창업_지원,국민안전처,국정_안정,5처,외교부,소방청,컨트롤타워,일자리,중소벤처부_신설,일자리_창출,벤처_창업,산업_지원_업무,부처_이관,대외_위상,정부_초기_국정_운영,중소기업_지원,당대표,김태년,5일_정부,6월_국회_처리_전망,국가과학기술자문회의_의장,6월_국회,국정_운영,국가과학기술자문회의,기술보증기금_관리_업무,정부_초기,기관_위상_조정,경제_활성화,해외안보정보원_개편,공무원,컨트롤타워_역할,벤처_창업_활성화,중소벤처부,미래부,차관급_통상교섭본부,최소화,산업_지원,창업_지원_기능,중소기업,처리_전망"
20170605,내일신문,신재생에너지 규제 개선 나서,"규제_개선,신재생에너지_산업,태양광_설치,신재생에너지_분야,옴부즈,태양광,하지만_소극적_규제_개선,신재생,불합리,신재생에너지_산업_활성화,설치_가능지역,산업혁명,신재생에너지_분야_규제개선,4차,하지만,규제_합리화,환경요건_개선,4차_산업혁명,원영준,불가능,실제_신재생,일자리,허가기준,기관_간_협업_미흡,입지_가능지역,신재생에너지_규제개선체,4차_산업혁명_관련과제,신재,활성화,협업_미흡,규제개선,중소기업_옴부즈,중기_옴부즈,입지_가능지역_확대,지자체간_발전시설_허가기준,발전비율_증가,인허가_절차,소형_태양광발전설비,관리주체_동의,토지활용,100점,지원단장,옴부즈만,하지만_소극적,상수원보호구역,각종절차,중견기업,공동주택,체감도,이해관계자"
20170605,내일신문,"한남대, 4차 산업혁명시대 대비 충실","산학협력,한남대,글로컬,역량_창의,4차_산업혁명_시대,링크플러스_사업,지역사회,한남_글로컬,사회맞춤형_산학협력,한남,4차,지역사회_연계,사회맞춤형_산학협력_선도대학,남대문시장,사회맞춤형,지역학,사업_선정,산학협력_중장기,4차_산업혁명,역량_실용,지식융합_산학협력,혁신체계_역량,지역산업_지원,혁신체계_역량_평가,이덕훈_한남대,산업혁명,연계전공,지역사회_연계_신산업_창출,한남_글로컬_창업&디자인센터,지식융합_산학협력_선도모델_창출,집중_추진,산학협력_친화형,선언식,학생들,활성화,진로_직업_교육,고도화,그동안_한남대,충청권,제4차_산업혁명_시대,대전권_대학,4차_산업혁명시대_대비_충실,베트남_지역학,대비_충실,4월_남대문시장,선도대학,산학협력_중장기_발전계획,지역산업,글로컬_명소,글로컬_창의융합"
