일자,언론사,제목,중요키워드
20170703,내일신문,"[메리츠증권 상환전환우선주 7480억원 증자, 증권가 호평 잇따르지만] 신평사 ""2829억원만 자기자본 인정""","메리츠증권,rcps,rcps_상환,rcps_발행,메리츠지주,메리츠증권_상환전환우선주,우선주,자기자본,3조,trs,종금업,이혁준,자기자본_3조,보통주_자본,메리츠증권_상환전환우선주_7480억,사업자,trs_의무,rcps_3400억,우발채무_규모,자기자본_인정,상환전환우선주,종금업_라이선스,신평사,종금,종합금융투자사업자,우발채무_부담,7480억,확대_여부,상환전환우선주_7480억,이혁준_나이스신평_실장,발행어음_발행,긍정적_효과,부정적_영향,rcps_발행액_7480억,rcps_발행액,라이선스_만료,rcps_발행가액,trs_실행,trs_실행_시_메리츠증권,보통주,박춘성,2020년_종금_라이선스_만료,미래_부담,3400억,메리츠_증권,박춘성_한신평_실장,일반적_상환전환우선주_형태,부정적_요인,총위험액,이중레버리지"
20170703,매일신문,"[사설] 여전한 대구 아파트 청약 과열, 부작용 경계할 때","아파트_분양,대구_아파트,대구_시장,대구_아파트_청약_과열,대구,시장_과열,상반기_대구_아파트,청약_과열,1천,시장_안정,부동산_시장,상반기_대구,아파트_분양가,미분양,하지만,시장_안정_효과,청약률,상반기,지방도시_아파트_청약률,지방도시_아파트,신규_분양,부동산_대책,전국_평균,소비자,서울,부작용,부동산,시장_상황,분양가,청약_미달,평균_분양가,시장_위축,부작용_경계,집값_급등,5개_아파트,경기_하강,신규_분양_물량,사회_풍조,하지만_순수_거주_목적,대출_규제,하지만_순수,경기_하강_국면,22%_수준,경계_심리,집값_거품,서민층_부담,거주_목적,모델하우스,제주도,풍선효과"
20170703,매일경제,[인사] 식약처 / 통계청 / 한국철도기술연구원 등,"직무대리,팀장,부장_승진,사업소장,5급_직무대리,5급_승진,담당관,4급_승진,국장_요원,5급_전보,4급_전보,본부장,부국장,전문위원_직대,5급,승진_농업기술센터소장,승진_자치행정국장,추진단장,교육_파견,대우,4급,지점장,사회복지과장_직무대리,연구소장,전문위원,4급_직위,이은주_전보,통계청_과장,부처장,직무대리_김동수,센터장,부서장,도로관리사업소장_직무대리,한국철도기술연구원_승진,동안구,자치행정국장,승진_문화체육과장,지방부이사관_전보,전보_복지문화국장,시설관리사업소장_직대,전보_민원봉사과장,직무대리_김경호,알리안츠생명_승진,부처장_임명,부장_최성수,직무대리_진영호,직무대리_황철,직무대리_고춘기,스포츠한국_승진,한국출판문화산업진흥원_승진"
20170703,매일경제,[분양현장 NOW] 파주 문산역 동문굿모닝힐,"파주,파주_문산역,문산역,파주시,소형_아파트,경의중앙선_문산역,gtx,서울_아파트,실내_공간,gtx_개통,파주_문산역_동문굿모닝힐,gtx_개통_시_파주,서울,경의중앙선,살균기,파주시_문산읍,기대감,산업단지,삼성,파주_대표기업,파주_운정,전매제한,청소용품_전용,파주_대표기업_lg디스플레이,2020년_3월_예정,청소용품_전용_수납장,2020년_서울문산고속도로,공간_연출,임대_수요,4베이,빌트인,1차,분양_관계자,상암,일반분양_기준,4베,5개,아파트_분양권,당첨자,2순위,4억,시세_기준,중도금,경기도_파주시,파주시_문산읍_선유리,입주민,서울문산고속도로,lg디스플레이_산업단지,재당첨,무이자"
20170703,매일경제,"국내 큰손들, 美뉴욕 빌딩에 2600억 투자","맨해튼,애비뉴_빌딩,메리츠부동산자산운용,투자_기간,미국,2600억_투자,맨해튼_핵심,맨해튼_랜드마크,미국_뉴욕,뉴욕,2600억,부동산,중국,보험사,연기금,맨해튼_핵심_상권,2조,5월_중국,11메디슨_애비뉴,랜드마크,평균_잔여_임대_기간,5월_중국_하이난항공,국내_연기금_공제회_보험사,임대_기간,3브라이언트_파크,대출채권,공제회_보험사,평균_잔여,5%대_초반,연면,메자닌,임차인,안젤로고든,16만,기관투자가들,하이난항공,1967년_준공,공제회,중순위,소시에테제네랄,미국프로야구,투자가,오피스빌딩,22억,jp모건,20억,안정적_배당수익,3브라이언트,부동산_사모펀드,연간_기대수익률"
20170703,서울신문,"잘 고른 역세권 상가, 높은 투자수익률 기록 ‘눈길’","하남,역세권_상가,투자수익률,역세권,투자수익률_기록,부동산,대표_역세권_상가,하남_유니온파크,스타필드_하남,명학역,스트리트형_상가,명학역_초역세권_스트리트형_상가,송도,하남_최대,1호,하남_유니온시티,분양_시작,명학역_초역세권,유동인구,투자수익률_기록_눈길,유니온파크,스타필드,한국감정원,대표_역세권,6.19_부동산,롯데몰_송도,안양_명학역,대규모,연내_분양,하남_최대_프리미엄,2016년_투자수익률,집합상가_6.93%,1분기_집합상가,하남_유니온시티_에일린,분양_시작_일주일만,2020년_완공_예정,롯데몰,세권,경기도,종일_유동인구,6.19_부동산_대책_여파,부동산_임대동향,하남시,700여_세대_고정_수요,안양,롯데몰_송도_캐슬파크,당일_100%,경우_하루_종일_유동인구,안양_명학역_유토피아,유니온시티"
20170703,파이낸셜뉴스,미래에셋운용 퇴직연금펀드 수탁고 2조 돌파,"퇴직연금_상품,퇴직연금,퇴직연금_상품_제공,은퇴자산,미래에셋자산운용,투자자,3일_기준,2조,투자_교육,퇴직연금_적립금,수익률,안정형_상품,대체투자_상품,3일_기준_펀드평가사_제로인,전년_대비,2014년_설정,투자자산,수탁고_2조,운용사,저금리,1위,제로인,성장세,저성장,투자자들,류경식,퇴직연금펀드,2배,1조,적립금,수탁고,2년_반_사이_2배,은퇴자산_인출설계용,전년_대비_20조,그동안_미래에셋자산운용,사이_2배,퇴직연금펀드_수탁고,투자문화_정착,연금시장_공략,은퇴자산_인출설계용_연금펀드,운용사_가운데_1위,장단기_우수,운용_업계,전통적_투자자산,2011년_설정,변동성,연금자산_증식,원리금보장상품,원리금,미래에셋퇴직연금배당프리미엄펀드"
20170703,경향신문,“대형 포털 ‘사이버 골목상권’ 침해 심각…특별법 제정해야”,"네이버,광고_경쟁,대형_포털_사이버_골목상권,사이버_골목상권,네이버_관계자,대형_포털,골목상권_침해,의원_광고단가,소상공인연합회,사이버_골목상권_피해,사업자,네이버_최상위,의원_광고단가_경쟁_부채질,자유한국당_김성태_의원,골목상권_침해_논란,관계자,온라인,침해_특별법,김성태,침해_특별법_제정,부동산,특별법,광고단가,성장_발판,사이버_골목상권_보호,부동산서비스_시장,온라인_창업,대형_포털들,권순종_소상공인연합회,무분별,오프라인_지원,특별법_제정,네이버_최상위_파워링크,권순종,불공정_경쟁,3배,소상공인들,소상공인,경쟁_부채질,일자리,성장_발판_마련,오프라인,자유한국당_김성태,검색_원칙,포털들,권순종_소상공인연합회_온라인공정위원장,자유한국당,최상위,오프라인_지원_시설,자사_플랫폼"
20170703,한국일보,울진ㆍ영덕 원전건설 예정지 유령주택 된서리,"건설_예정지,예정지,보상금,투자자,주택_보상,원전건설_예정지,신한울원전,부동산,부동산_투기,원전건설,영덕,원전건설_예정지_유령주택_된서리,논밭,눈총,추가_보상금,투자자_파산,울진군,부동산_투기꾼,경북,유령주택,주택_보상_이외,보상금_물거품,경북_울진군,부동산_투기_지적,영덕지역_논밭,2억,유령주택_된서리,신한울원전_3ㆍ4호기,투자자들,영덕군,부동산_중개업자,투자자_파산_위기,2010년_인접,정부_탈원전,주택_500채,울진,투기꾼,한수원,영덕_천지원전,울진_영덕지역,달째,꾼들,개발고시,계량기,실거주,현관문,탈원전,8만,이주단지조성,대부분_원전_신규건설_소식"
20170703,중도일보,"여주시, 지방세 체납액 징수실적 보고회 개최","체납액_징수,체납액,지방세_체납액,지방세,보고회,체납액_징수_활동,여주시,이대직,납세자,체납세_징수,100%_징수,체납액_111억,체납액_징수실적,재확인,이대직_부시장,부시장,제1차_지방세,지방세_전반,기준_과년도_체납액_111억,징수실적_보고회,30일_시청,추진_상황,30일_시청_상황실,이인국,여주,가택수색,체납자,채권압류,귀금속,동산압류,팀장,부읍,공정성,문제점,참석자,부동산,상반기,안내면,기준_과년도,책임징수제,상황실,현장징수업무,중요성,징수보고회,각종_채권압류,45억,과년도,체납세,징수율,이대직_부시장주재"
20170703,세계일보,대출 막차 타자… 6월 주담대출 2조8000억 급증,"중도금,대출_규제,아파트_분양,규제_강화,중도금_무이자,중도금_60%,2조,부동산,서울,주택담보대출,대출_신청,중도금_이자,중도금_무이자_혜택,무이자,주택_자금_대출_상담,경우_중도금_무이자_혜택,실제_6월,이날_서울,3일_서울,주택_자금,대출_전략,자금_부담,대출_막차,관계자,대출_상담,규제_강화_시행_첫날,무이자_혜택,6월_은행권_주택담보대출,아파트_분양_시장,6·19_부동산_대책,이재문,3일_일선_은행,분양_일정,청약조정지역,센트럴파크,6월_주담대출_2조,용산,지난달_30일_분양_일정,6월_은행권,대출_수요,아이파크,이틀간_주택담보대출,6·19_부동산,이틀간_주택담보대출_신청_건수,주택담보대출_잔액,dti_50%,기준_주택담보대출,고객_문의,계약금,실제_6월_중순"
20170703,YTN,'유리지갑' 근로소득세 지난해 사상 처음 30조 원 돌파,"근로소득세,소득세,사업자,박근혜,1위,유리_지갑,2014년_근로소득세,법인세,근로자들,가치세,30조_원_돌파,소득세_징수액,부가가치세,30조,소득세_징수액_70조,2014년_근로소득세_소득공제_항목들,13.7%_증가,2천,청탁금지법,2012년_20조_원,원_가운데_근로자들,김원배,개인사업자,8천,3천,7조,세수_실적_1위,7조천,3조,1조,70조,통계_작성,징수액,박근혜_정부,박근혜_정권,전체_세수증가율_12.1%,통계_작성_이래,2012년_20조,개별소비세,청탁금지법_시행,골프장,국세청,세수_실적,부동산,세액공제,154만,청탁금지법_시행_때문,소비세,233조_3천,61조_8천"
20170703,제민일보,"도, 도두·용담2·연동 일원 150만㎡ 개발 제한","제주도,기본계획_수립_용역,제주공항,개발행위허가_제한,광역복합환승센터,일원_제주공항,예정지,부동산,광역복합환승센터_건립,개발행위허가_제한지역_지정,사업_추진,사업_예정지,일원_제주공항_주변지역_개발구상,광역복합환승센터_조성,용담,개발행위허가_제한지역,2019년_실시설계_용역,일원_150만,1면,3억,내년_도시개발구역_지정,제2공항_예정,제2공항_예정_부지,서귀포시,제주공항_주변지역,성산읍,토지_분할,제주공항_주변지역_개발구상,개발구상,150만,실시설계,개발행위,서귀포시_성산읍,부동산_투기세력,제주도도시계획위원회_심의,5월_사업비_3억,2019년_실시설계,각종_개발행위,부동산_투기세력_개입,서귀포시_성산읍_일대,도두동,제주시,최소화,공작물,용담2동,제주,내년_도시개발구역,건축물,5월_사업비,달_30일_제주시_도두동"
20170703,경남신문,‘내로남불’ 명명 원조는 박희태 전 국회의장,"신한국당,국회_인사청문회,정치권,인사청문회,내로남불,청와대,박희태_의원,15대_국회,후보자_인사청문회,한국,후보자,3선_신한국당_박희태_의원,새정치국민회의,새정치국민회의_김경재_의원,의원_영입,부적격,획기적_발언,국회의장,박희태,3선_신한국당,강경화,고용노동부_장관_후보자,김상조,청와대_여의도,하지만,국회_본회의장,국회_파행,2017년_한국,김영삼_대통령,무소속_의원,하지만_문_대통령,이맘때_한국,문재인_대통령,새정치국민회의_김경재,15대_총선_결과_여당,결국_회의,이날_로맨스,고용노동부_장관,정치권_화두,15대_총선,노정객,강경화_외교부장관_후보자,김상조_공정거래위원장_임명,그해,공격수,자유민주연합,여자관계,게_20년_전_내로남불,결과_여당,새정치민주연합"
20170703,경남신문,"집 계약자에 내진설계 기재, 설명·부동산 전자계약 확대","내진설계,부동산,내진설계_기재,건축물,사업자,내진설계_관련_규정도_강화,이상인_내진설계,확대_시행,부동산_전자계약,부동산_제도,내진설계_기준,과태료,지방자치단체,내진설계_의무_대상_건축물,계약서,지역주택조합,대상_건축물,전자계약_확대,관할_지방자치단체,부동산_거래,부동산_대책,내진설계_의무,정부_지정,부동산_거래_시_종이,지난달_19일_부동산_대책,규정도_강화,지역주택조합_제도,전자계약,이상인,임대차_계약,규정도,대출_관련_규제,관할_지자체,11·3_부동산,지난달_19일,6개,임대차_계약_시_건축물대장,공개_모집,모집_공고분,정부_지정_전자문서보관센터,임대차,_50%씩_적용,아파트_하자보수_관련_규정들,조합원,지자체,아파트_집단대출,의무_대상,3곳,신규_적용,공동주택_사업자"
20170703,경인일보,[zoom in 송도]아파트·오피스텔 공급 재개된 송도,"송도,송도더샵센토피아,1순위,송도_8공구,아파트_2천,일반_분양,2천,송도_6·8공구,일반분양_세대,3만,부동산,일반분양,1·2순위_청약,청약_접수,일반_분양_물량,포스코건설,랜드마크시티,7개_1순위,오피스텔_1천,6·19부동산_대책_규제_대상,규제_대상,더샵_분양,6·19대책_적용_대상,송도_ibd,6·19부동산_대책,송도_8공구_a1블록_송도더샵센토피아,힐스테이트_송도,7개,견본주택,1순위_최고,지난달_28~29일_1·2순위_청약,8공구,관계자,조망권,청약_접수_결과,포스코건설_센트럴더샵_견본주택,주거용_오피스텔,6·19대책_적용,청약_성적,주상복합아파트_공급,포스코건설_센트럴더샵,공급_재개,랜드마크시티_센트럴,계열사,다인건설,9천만,송도_6·8공구_r1블록,송도_6·8공구_m1블록,랜드마크시티_센트럴_더샵,주말_3일_동안_3만"
20170703,경기일보,"[사설] 시한폭탄 가계부채, 대비책 시급하다","가계부채,부동산,자영업자_부채,대비_가계부채,시한폭탄_가계부채,자영업자,부동산_대책,가계부채_경감,그동안_가계부채,가계부채_종합대책,그동안_가계부채_증가,문재인_정부,분기_대비,분기_대비_증가액,원리금,서울,증가액,시한폭탄,자영업자_총부채,부동산_시장,가처분,문재인,총부채,서울_이외_수도권_부동산,대비책,그동안,가계부채_종합관리방안,종합대책,가처분_소득,자영업자_부채문제_해결,총부채원리금상환비율_확대_시행,6월_19일_부동산_시장,수도권_부동산,청와대,부동산_열기,서울_이외,44분기_증가액,44분기_증가액_46조,3배,총부채원리금상환비율_확대,청와대_수석,7천억,1천,46조,자영업자_부채문제,경상성장률_4%,청와대_수석_보좌관회의,서울_강남권,문재인_대통령,조속_마련"
20170703,국제신문,부동산 열풍 틈타 허위 청약가점·분양권 사기 속출,"아파트_청약,분양권,아파트_분양권,아파트_청약_가산점,아파트_분양권_투자,청약_가산점,부산,아파트_5채,수익금,청약통장,전매업자,부산_부동산,가산점,아파트_공동,경찰_조사,2일_청약_가산점,a아파트_청약,부동산,2일_청약,동래구,4명,5채,2000만,전매업자_2명,청약_가산점_항목,아파트_공동_매입,이날_부산,경찰_조사_결과,투자금,13억,2명,투자자,본부장,동래구_a아파트_5채,부산_부동산_시장,분양대행사,분양권_다운계약,웃돈_2000만,실거래,a아파트_청약_때,동래구_a아파트,피해금,분양대행사_본부장,틈타_허위,전매_계약,부산_중부경찰서,투자금_유흥비,이날_부산_동래경찰서,유흥비,2015년_9월"
20170703,디지털타임즈,"시흥 월동지구 ""신한헤센"" 지역주택조합, 6.19 정부대책 이후 수요층 인기몰이 중","시흥시,시흥,신한헤센,시흥시_주변,시흥_신한헤센,시흥_월동지구_신한헤센,시흥_월동지구,월동지구_신한헤센,시흥시_주변_아파트,월동지구,시흥_광명,월동지구_신한헤센_아파트,광명,시흥_신한헤센_주택홍보관,9만,수요층,위하여,택지지구,시흥_광명_첨단연구단지,대상_지역,시흥시_월곶동,브랜드_신한헤센,주변_전원주택,갯골생태공원및,2만,도시흥시청역,6.19_정부,부동산,시흥시_월곶동_일대_6천,실수요자들,실수요자,6천,장현지구,신한종합건설_대표_브랜드_신한헤센,신한종합건설,시흥시청,방문_예약,장현,배곧,위하여_사업면적_9만,부동산_정책,경기도_광명,갯골생태공원및_우수_학군_교육환경,방문_예약_시,시흥시청_장현지구,부동산_정책_발표,주거환경_개선,수요층_인기몰이,도심_속_전원생활,도시개발사업_택지지구"
20170703,디지털타임즈,6·19 부동산대책 시행 첫날… 한산한 주택자금대출 창구,"첫날,주택자금대출_창구,시행_첫날,6·19_부동산대책_시행_첫날,시중은행_주택자금대출_창구,서울,부동산,3일_서울,6·19_부동산대책,시중은행_주택자금대출,3일_서울_여의도,총부채상환비율,eddieyou,총부채,여의도,주택담보대출비율,유동일기자_eddieyou,주택안정,유동일,ltv,dti,주택,창구,대출,비율,시행,손님,규제,상환,강화,모습,안정,은행,대책,시중,자금,담보"
20170703,MBC,2부 오늘의 주요뉴스,"국민의당,서울,상승세,경부고속도로,신갈분기점,이유미,문준용,부동산,3명,국민의당_관계자_3명,경부고속도로_신갈분기점,대출_규제,국민의당_관계자,국민의당_진상조사단,6.19_부동산,경부고속도로_신갈분기점_구간,주택_침수,주택가격_상승세,소환_조사,6.19_부동산_대책,의혹_증거,미국,문재인,강원,가능성,한미,이준서,40곳,우리나라,2부,경기도,단독범행,세종,최고위원,안철수,한미정상회담,장마전선,주요뉴스,관계자,진상조사단,밤사이_돌풍,문재인_대통령,차량_운행,채용_특혜,앵커,사건,주택,조사,정부,한반도"
20170703,MBC,1부 오늘의 주요뉴스,"국민의당,서울,상승세,경부고속도로,신갈분기점,이유미,문준용,부동산,3명,국민의당_관계자_3명,경부고속도로_신갈분기점,대출_규제,국민의당_관계자,국민의당_진상조사단,6.19_부동산,경부고속도로_신갈분기점_구간,주택_침수,주택가격_상승세,소환_조사,6.19_부동산_대책,의혹_증거,미국,문재인,강원,가능성,한미,이준서,40곳,우리나라,1부,경기도,단독범행,세종,최고위원,안철수,한미정상회담,장마전선,주요뉴스,관계자,진상조사단,밤사이_돌풍,문재인_대통령,차량_통행,채용_특혜,앵커,사건,주택,조사,정부,한반도"
20170703,매일경제,"구하라, 알고보니 강남 30억대 건물주...`아이돌 재테크 여왕`","구하라_건물,카라,구하라,강남,건물_수익률,논현동,보증금,카라_출신_구하라,강남_건물주,건물주,일본,매일경제,카라_출신,성정은,2015년_4월,2008년_7월_걸그룹_카라,다세대주택_건물,32억,2008년_7월,서울_논현동,지상_4층_다세대주택_건물,자회서,키이스트오,한류그룹_카라,을지병원,전층,2015년_6월,청담동,걸그룹_카라,2015년_4월_22일_20억,재테크_여왕,4층,아이돌_재테크,서울,2012년_청담동,강남_평균,전층_원룸,매일경제_스타투데이_성정은_기자,판뒤_논현동,지상_4층,을지병원_사거리_대로변_이면,2012년_청담동_단독주택,연예계_빌딩재테크_바람,전층_원룸_단기임대,매일경제_스타투데이,수익률_10%대,을지병원_사거리,대로변_이면,마리,사실상_해체"
20170703,문화일보,<분양현장 바로 보기>숲세권 프리미엄은 ‘높게’… 분양가는 민간보다 ‘낮게’,"군포,lh_군포,lh,군포_송정,송정,lh_군포_송정지구,군포_송정지구,군포_송정_s1_블록,인근_군포,블록_lh,지구_인근,송정지구,lh_군포_송정_주택홍보관,숲세권_아파트,송정_s1,3일_군포,군포시,숲세권_아파트_프리미엄,공공택지_공급,무주택자,군포_송정_사이버모델하우스,임대주택,2순위,송정지구_s1,s1_블록,s1,공공택지_공급_물량,lh_관계자,배후수요,인근_군포_당동2지구,공공분양주택,경기_군포시_송정지구,신규_공급,군포_ic,사업지,1순위,임대주택_사업지,민간_회사,7일_일반공급_1순위,숲세권_프리미엄,7일_일반공급,10일_일반공급_2순위,민간공급_아파트,lh_청약센터,마지막_공공주택_물량,극대화,그린벨트,남군포,당첨자,무인택배"
20170703,충북일보,"세종 아파트 매매가,정부 대책 발표 뒤 더 올랐다","세종,세종_아파트,6월_전국,6월_상승률,상승률,상승률_전국,세종_아파트_매매,지역_상승률,주택_가격,하지만,하지만_정부,지난달_아파트,주택_매매,세종_서울,세종시_아파트,대출_규제,집값_상승률,대출_규제_시행,6월_전체_주택_매매,상승률_전국_읍면동,1만,대출_규제_방안,하지만_이날,1주,세종시,전국_최고,서울,지난달_19일,부동산_대책,부동산_규제,부동산,3만,2017년_6월_시,6월_26일_기준_시,2만,19일_조사_기준,도담동,전체_주택_매매가격_상승률,2017년_6월,하지만_정부_방침,전국_매매가격,기대감,매매가격_상승률,19일_조사,360만,전국_40개_시,세종시_아파트_매매가,세종시_육성_방안,세종_신도시,대출규제_시행"
20170703,헤럴드경제,"‘최대어’ MBC 부지, 신영ㆍNH증권ㆍGS건설 품으로","신영,여의도,문화방송,mbc_부지,mbc,여의도_부지개발_사업,삼성물산,여의도_사옥,파르나스타워,복합개발,대규모,전문가,지난달_30일_nh투자증권ㆍgs건설ㆍ신영_컨소시엄,사업_인허가,대규모_복합개발,nh투자증권ㆍgs건설ㆍ신영_컨소시엄,6개_컨소시엄,여의도_파크원,컨소시엄_관계자,롯데건설,gs건설,도시재생,지난달_30일,여의도_부지개발,지난달_29일,gs,상반기,1조,여의도_사옥_개발사업,부동산,정춘보,대상자,신영그룹,선매입,mdm플러스ㆍ한국자산신탁_한화건설ㆍ메리츠종금증권_롯데건설,우선협상대상자,대규모_복합개발_경험,최대어,1만,mdm플러스ㆍ한국자산신탁_한화건설ㆍ메리츠종금증권,상반기_부동산,지난달_29일_진행,복합단지_예정,경쟁_제안,정춘보_신영그룹,해외_최고,선정_배경,상반기_부동산_시장,대형_프로젝트,경쟁_제안_pt"
20170703,경향신문,"[단독]부동산·쇼핑 등 네이버 자체서비스, 최상단에 빈번히 노출","네이버,공정위,검색_노출,부동산_서비스,네이버_자체서비스,공정위_관계자,1위,2013년_공정위,사업자,최상단,가격비교_서비스,부동산_서비스_이용률_1위,인터넷_검색_노출_실태,관계자,부동산,동의의결,불공정행위_여부_주목,인터넷_검색,노출_실태,불공정행위_여부,검색어,네이버_자체서비스들,2013년_공정위_동의의결_내용,모바일_혁명,가격비교_서비스_진출,2013년_동의의결,수수료,백화점식_서비스,자체서비스,네이버쇼핑,중소_사업자들,시장_독점,전자상거래_시장,이황,경쟁_사이트,업계_1위,2013년_동의의결_내용,에누리닷컴,광고비,쇼핑_관련_키워드,점유율,특정_분야,이용률_1위,사업자들,온라인쇼핑업체_관계자,실제_조사,이황_고려대_로스쿨_교수,생태계,파괴력,경우_모바일_앱"
20170703,국민일보,"KEB하나은행, 롯데월드타워금융센터 개점","롯데월드타워금융센터,랜드마크,롯데월드타워,부동산,롯데월드타워금융센터_개점,함영주,부동산_투자자문_서비스,맞춤형_금융_서비스,부동산_투자자문,pb_서비스,41개국,대한민국,대한민국_대표_은행,하나은행,맞춤형_금융,투자자문,롯데월드타워금융,송파구_롯데월드타워,부동산_매입,대한민국_대표,국내_최고층_랜드마크,41개국_이상_통화,은행_점포,keb,3일_서울,사업자,외국인,서울,차별화,송파구,pb,하나은행장,환전_창구,랜드마크_지점,외국인_고객,함영주_keb하나은행장,기업_손님,세무_컨설팅,개인사업자,keb하나은행,서비스,개점,은행,센터,금융,개인,통화,대표,환전,창구"
20170703,중도일보,오늘의 중도일보 뉴스 (대전·세종·충남·충북) (7월3일 월요일),"국제축구대회,7면,대전_중소기업,대전_1면,중도일보,8면,6면,추진_8면,21면,10면,3면,국제축구대회_화제박스,9면,세종시,대전_관광,4면,12면,중소기업,1면,2면,대상_21면,국제축구대회_이모저모,대전시,국제축구대회_개회사,국제축구대회_축사,대전_유성구,대전_압박,함성_대전,중도일보_뉴스_대전,시티즌_감독,화제박스,취임_6면,충남도,권선택,중도일보_사장_12면,세종,함성_대전_경기장,건립_본격_추진_8면,권선택_시장,페트야_랜섬웨어_대전_중소기업,절전왕_대회,정치권,충청,전기안전공사_대전,제3회_대전,7월_경기,축구_매력,중도일보_사장,고준일,이인구"
20170703,전북도민일보,주택금융공사 전북지사장에 김남혁 부임,"지사장,주택금융공사,1~2차례_금리,1~2차례_금리_인상,부동산,건국대,주택담보대출,노후생활보장_지원,건국대_부동산,주택금융공사_채권관리부,주택담보대출_비용_부담_완화,무주택_서민,건국대_부동산_대학원,연구원,부담_완화,주택담보대출_비용,보금자리론,팀장,디딤돌,채권관리부,월세난,대학원,무주택,전세자금보증,주거안정,주택연금,김남혁,전북,연세대,미국,주택금융연구원_통계분석팀장,디딤돌_대출,주택금융공사_전북지사장,김남혁_부임,도내_어르신들,지원,금리,전세,안정,서민,도내,완화,공급,인상,금융,주택,통계,대출,어르신,생활"
20170703,매일경제,[알립니다] 우리 동네 도시재생은 이렇게…,"대한부동산학회,동작구청,동작구,뉴딜,동작구_도시재생,매경비즈,대강당,문재인정부_도시재생_뉴딜,문재인정부_도시재생,주거지,더나은도시디자인연구소,동작구청_5층_대강당,사단법인_대한부동산학회,저층_주거지,동작구청_5층,동네_도시재생,저층_주거지_개발,지역순회_세미나,뉴딜정책_전략,5층_대강당,지역민,참가비,매일경제신문사,매일경제신문,지역순회,5층,참가_신청,전략,세미나,도시,재생,저층,이해,참여,무료,중요,주목,신청,일시,진행,참가,주최,정부,법인,사단,장소,문재,핵심,정책,주관"
20170703,한겨레,"조재연 후보, 전두환·노태우 때 소신 판결 ‘반골 판사’","후보자,변호사,압수수색_영장,판사_시절,압수수색,서울형사지방법원_판사,판사_시절_반골,1993년_판사,판결_반골,전두환,만큼,정부_시절,판사_재임,만큼_과거_판결,서울형사지법_판사,과거_판결,압수수색_영장_10여건,국회의원,하지만_당시_서울형사지법_판사,최씨,문재인_정부,대법관,만큼_유죄,노태우_정부,국회의원_발언,정부_시절_시국_사건들,출판사,서울민사지방법원_판사,유언비어,대법원,판사_생활,만큼_과거,어부들,대한변호사협회,광주,1993년_판사_생활,대법관_후보,12개_재야단체_압수수색,문재인,서울형사지방법원,재판부,납북_귀환_어부들,당시_검찰_내부,하지만,납북_귀환,노태우,판사_재임_기간,이적_논란,야당_국회의원,경찰청"
20170703,한국일보,정부 정책 앞두고 대출 수요 대폭 증가,"은행_대출,주택담보대출,대책_시행,부동산,지난달_부동산,은행_창구,대출_수요,은행_지점,정부_규제,관계자,6ㆍ19_대책,부동산_안정화_대책,서울,6ㆍ19_부동산_안정화_대책,규제_강화,6ㆍ19_부동산,대책_시행_전,안정화_대책,추가_가계부채,금융권_관계자,기준_주택담보대출,이틀간_주택담보대출,가계부채,금융권,지난달_부동산_거래,시중은행_관계자,대출_규모,2주_동안_대출,뿐_대출_상담_고객,2주,내달_문재인_정부,시중은행,부동산_안정화,6대_은행,4대_은행,움직임_영향,주택담보대출_증가세,청약조정지역,정부_정책,서울_중구,창구_직원,해당_지점_창구_직원,지난달_20~21일,3조,상담_고객,추가_가계부채_종합대책,1주일,신한,기준_주택담보대출_잔액,입주자"
20170703,헤럴드경제,경도發 호재…여수 돌산‘돈산’ 됐다,"여수,전남,6월_여수,전남_평균,아파트_3.3,관계자,2016년_3월,미래에셋_투자,웅천,미래에셋,김남용,여수시,투자자,역대_최고_기록,관광지,아파트_매매가격,기준시점_2016년,2016년_3.586%,돌산도,제한적_인구유입_상승_걸림돌,구도심,역대_최고,2016년_초반_3.3,아파트값_상승,상승_걸림돌,2016년_3월_327만,상승세,1000만,인구유입,기준시점_2016년_12월,제한적_인구유입,아파트값,김남용_평가사,전셋값_평균,땅들,쌍봉동,입소문,2억,최고_경쟁률,2016년_초반,1억,현지_공인,3억,평가사,인근_섬들,섬들,2012년_엑스포,2배,1조,실수요"
20170703,세계일보,불황에도 233조… 작년 세금 가장 많이 걷었다,"골프장,개소세,1위,세무서,1위_세무서,부동산,법인세,2015년_국세청,국세청,국세청_세수,전국_세수_1위_세무서,이래_골프장_개소세,9.0%_증가,2위,7조,이래_골프장,사업자,9조,1위_자리,유흥음식주점_개소세,소득세,전국_세수,233조,소매업자,청탁금지법,업종별,3.0%_증가,2.8%_증가,2년_연속_1위_자리,부동산_규제,울산_세무서,부동산_임대업,1차,기간_법인세,남대문_세무서,3위,부가가치세,수영세무서,부산,가치세,전체_업종별_사업자,1차_조기,6.2%_감소,부산_수영세무서,특정_물품,852억,청탁금지법_여파,부총리,최경환,경제정책"
