ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2022,46,20,103,91380,4,4.8,3,0,1,0,0,1,0
2009,63,38,31,92037,1,1.1,3,125,0,0,0,1,0
1938,51,25,181,95051,1,3.3,3,589,1,1,1,1,0
1466,45,19,60,91911,1,0.7,3,159,0,0,0,1,0
210,64,39,172,94707,4,3.1,1,282,1,0,1,1,1
1775,43,18,83,93109,3,0.5,3,0,0,0,0,0,1
208,34,10,71,94115,4,0.1,2,0,0,0,0,0,0
192,51,25,29,90404,1,0.3,3,140,0,0,0,0,0
2237,51,24,23,95616,1,0.5,2,0,0,0,0,1,0
2483,28,4,129,92115,1,1.5,1,0,0,0,0,0,1
1465,28,4,120,92333,2,0.6,1,0,0,0,0,1,0
1233,43,19,84,92646,4,0.2,3,297,0,0,0,1,0
796,57,32,15,92806,2,0.2,3,0,0,0,0,0,1
235,26,1,80,95616,1,0.8,2,150,0,0,0,0,0
1900,59,33,34,94115,1,0.2,1,0,0,0,0,1,0
2420,63,37,44,94550,2,1,3,0,0,0,0,1,0
1357,42,16,74,90066,1,2.8,1,0,0,0,0,1,0
2409,48,22,85,94105,3,1.1,1,203,0,0,0,1,0
195,53,29,144,92697,2,6.8,1,0,0,0,0,1,0
2240,55,29,42,95833,4,2.5,1,0,0,1,0,0,0
2228,61,35,59,90840,4,1.7,2,0,0,0,0,1,1
978,54,30,45,95134,4,1.1,2,205,0,0,0,1,0
37,59,35,121,94720,1,2.9,1,0,0,0,0,0,1
1750,46,22,52,95814,2,2.1,3,221,0,0,0,0,0
583,44,18,72,95678,1,0.7,3,155,0,0,0,0,0
2132,55,31,15,95747,1,0.2,1,0,0,0,0,0,0
1575,62,37,42,92106,3,1.5,1,0,0,0,0,1,0
1885,57,33,163,94132,1,7.4,1,0,0,0,0,1,0
1888,31,7,81,95006,2,2,2,0,0,0,1,1,1
1975,39,13,63,90095,4,0.2,3,242,0,0,0,0,0
485,25,1,113,95023,2,0.2,1,0,0,0,0,1,1
1691,26,1,102,95521,1,1.9,1,0,0,0,0,0,0
1786,29,3,190,94080,2,4.5,1,0,0,0,0,1,0
1439,63,37,90,94105,4,1.9,2,106,0,1,0,1,0
1778,52,27,34,93117,2,0.7,2,114,0,0,0,1,1
2288,30,6,29,92121,1,0.2,3,90,0,0,0,1,0
69,47,21,60,93407,3,2.1,1,0,0,0,0,1,1
1156,41,16,81,92653,2,0.4,1,0,0,0,0,0,1
470,48,23,10,94609,2,0.7,3,0,0,0,0,1,1
2375,32,5,41,92008,2,1,2,112,0,1,0,1,0
1433,26,2,195,90245,1,6.33,1,0,0,0,0,0,0
1385,55,31,62,91711,1,1.8,3,0,0,0,0,1,0
1537,36,12,73,95617,4,2,3,188,0,0,0,1,0
159,32,6,79,94720,2,1.5,3,0,0,0,0,1,1
1850,50,26,42,90630,1,1.6,2,0,0,0,0,1,0
350,26,2,60,93407,2,3,1,132,1,0,0,0,0
1072,39,14,61,94005,3,0.5,3,137,0,0,0,1,0
1008,44,19,99,95064,3,3.5,3,357,1,0,0,0,0
1740,33,7,83,95211,1,2.5,1,0,0,1,1,1,1
2006,47,23,170,90254,2,6.5,2,0,1,0,1,1,1
1808,46,20,61,90036,2,0.4,3,0,0,0,0,0,0
1617,48,23,84,94402,4,3.1,2,0,1,1,1,1,0
2043,41,17,121,94102,1,0.3,1,0,0,0,0,1,0
199,27,3,59,94123,4,0,1,90,0,1,0,1,0
50,40,16,49,92373,1,1.8,1,0,0,0,0,0,1
2452,51,25,119,93940,1,4.9,1,208,0,0,0,1,1
1211,50,24,84,93943,4,4.9,1,0,0,0,0,1,0
115,39,14,39,92354,3,0.5,3,0,0,0,0,1,0
252,54,28,170,92182,2,6.2,2,325,1,0,0,1,0
1395,52,27,33,90095,2,0.7,2,0,0,0,0,0,1
1471,58,28,80,91116,2,4.5,3,0,0,0,0,0,1
255,65,41,134,91942,3,3.9,3,121,1,0,0,1,0
665,54,30,64,95126,1,1.8,3,227,0,0,0,0,1
1667,51,25,190,95138,2,4.2,2,0,1,0,0,1,0
624,44,19,34,95616,1,0.3,3,78,0,0,0,1,0
438,36,9,31,95825,4,1,2,0,0,1,0,1,0
776,65,39,23,92835,3,0.7,2,0,0,0,0,0,1
1431,32,7,52,92660,2,0.1,1,0,0,0,0,1,0
962,35,9,30,94114,4,1,1,163,0,0,0,1,0
1235,44,18,33,90405,3,1.5,1,0,0,0,0,1,1
1150,56,32,158,91763,1,7.4,1,0,0,0,0,0,0
283,34,9,71,91711,4,0.7,3,0,0,0,0,1,0
1603,40,14,74,90245,4,1.4,2,0,0,0,0,1,0
903,57,33,95,95054,2,1.6,1,0,0,0,0,0,0
2331,31,5,72,95133,4,1.8,2,242,0,0,0,1,1
44,39,15,45,95616,1,0.7,1,0,0,0,0,1,0
828,63,37,45,94542,2,1,3,88,0,0,0,1,1
2031,63,38,111,95814,2,3.9,1,207,0,1,1,1,1
1093,25,1,70,92120,4,2.6,1,0,0,1,0,1,0
943,55,29,30,91320,4,0.7,2,0,0,0,0,0,1
95,65,39,121,92612,1,2,1,0,0,0,0,0,0
501,59,33,34,92177,2,0.3,1,0,0,0,0,0,0
2179,37,13,158,93943,2,2.3,2,0,1,0,1,1,1
2271,26,2,51,92103,4,2.6,1,0,0,0,0,1,0
881,57,31,58,91604,1,0.2,1,177,0,0,0,1,0
1082,53,28,20,94080,3,0.1,2,0,0,0,0,0,0
1254,57,33,45,92346,4,1.5,1,204,0,0,0,1,0
2388,28,2,51,94720,4,1.8,3,0,0,0,0,0,1
566,55,29,79,90210,3,0.8,1,0,0,0,0,1,0
2485,46,21,30,92697,1,1.4,3,112,0,1,0,0,0
856,59,33,113,92152,2,2,1,77,0,0,0,1,0
1481,67,42,32,93943,1,1.1,3,0,0,0,0,0,1
986,46,22,118,92120,1,4.7,1,159,0,0,0,0,1
1826,56,32,161,94720,1,5.8,3,0,1,1,0,0,0
1801,57,33,45,94080,3,1.5,1,181,0,1,1,1,1
702,44,19,62,93106,3,0.8,3,0,0,0,0,0,1
1047,51,26,34,94105,4,0.4,2,0,0,0,0,0,0
789,58,34,10,92521,4,0.7,1,0,0,0,0,0,0
1543,50,20,19,92612,4,0.4,3,0,0,0,0,0,0
273,29,3,45,95023,4,0.2,1,158,0,0,0,1,1
870,54,30,29,93014,2,0.8,1,0,0,0,0,0,1
1713,44,20,20,92780,1,1.4,3,0,0,0,0,0,0
2298,59,35,31,94063,3,0.4,2,0,0,0,0,1,1
1275,62,37,61,93117,4,1.7,1,0,0,0,0,0,0
633,57,32,165,94720,4,2.7,3,0,1,0,0,1,0
1315,32,6,73,94305,4,2.2,2,0,0,0,0,0,0
193,50,23,85,92122,1,2.67,2,0,0,0,0,1,0
164,28,4,70,91125,4,2.6,1,0,0,0,0,1,0
2334,45,21,61,95812,3,0.7,1,0,0,1,1,1,1
1804,58,32,59,94542,1,1.6,1,0,0,0,0,1,0
1536,61,37,39,92096,4,0.4,1,0,0,0,0,1,1
1979,37,11,32,94612,2,1.4,3,0,0,1,0,1,0
2476,52,26,79,95817,3,0.8,1,183,0,0,0,0,0
2178,31,7,108,94507,1,4,1,0,0,0,0,1,0
1884,56,30,185,91711,1,2.9,1,0,0,0,0,0,0
2208,38,12,180,90245,1,2.8,3,158,1,0,0,1,0
990,42,16,64,94607,3,0.5,3,247,0,0,0,0,0
2361,27,1,85,93302,2,1.6,3,0,0,0,0,0,0
921,27,1,42,94501,3,2.4,2,0,0,0,0,0,0
766,47,21,109,95822,4,1.8,1,0,1,0,0,0,0
1057,36,6,25,95020,1,0.67,3,0,0,0,0,1,0
1787,35,11,34,93117,1,1.5,2,0,0,0,0,0,0
1755,50,24,80,95616,4,4.9,1,0,0,0,0,1,0
1515,44,20,175,96150,2,1.4,1,0,0,0,0,1,1
404,55,30,39,92647,2,1.9,2,0,0,0,0,0,0
930,55,30,22,92121,1,1.5,2,91,0,0,0,0,1
1883,56,32,125,91330,3,0.6,1,342,1,0,1,1,1
855,52,28,90,95814,1,2.6,2,0,0,1,0,1,0
995,32,8,42,90650,1,1.8,2,0,0,0,0,0,0
1026,62,37,50,94545,3,1.5,1,169,0,0,0,1,0
574,55,28,50,95020,3,1,2,0,0,0,0,1,1
950,40,16,45,94720,3,0.6,2,204,0,0,0,1,0
1415,59,33,68,94105,2,2.3,3,128,0,1,0,1,0
2241,41,17,81,92868,4,0.2,3,167,0,1,0,0,0
1030,41,17,20,94720,1,1.4,3,0,0,0,0,1,0
213,46,22,69,91604,2,1.7,1,209,0,0,0,0,0
315,63,37,45,93437,2,0.7,3,0,0,0,0,1,0
2400,62,36,41,90245,2,1,3,154,0,1,0,1,0
1500,52,26,91,92173,1,4.3,2,0,1,0,1,1,1
1483,60,35,8,94143,1,0.1,1,0,0,0,0,1,0
1767,64,38,22,92697,2,0.2,3,0,0,1,0,0,0
2071,62,37,95,91107,3,0.5,1,0,0,0,0,0,0
2464,35,9,44,92009,4,0.2,1,0,0,0,0,1,0
2480,55,30,82,94720,4,3.8,2,0,0,0,0,1,0
1299,38,14,74,90274,1,3.6,2,0,0,0,0,1,1
1279,36,10,74,94305,1,2.5,1,0,0,0,0,0,1
209,40,16,73,94110,4,2.67,1,0,0,0,0,1,1
2315,27,2,112,94501,4,1.8,3,0,0,1,0,1,0
1505,30,6,191,92028,2,4.4,2,0,1,0,0,1,0
108,42,18,43,92037,1,0.7,1,136,0,0,0,0,0
521,61,37,54,90024,4,1.2,2,129,0,0,0,1,1
1050,35,10,23,94501,4,0.2,3,0,0,0,0,1,0
1666,37,12,100,92735,3,1.2,3,341,0,0,0,1,1
274,41,16,65,90095,3,0.5,3,0,0,0,0,1,0
1459,51,25,33,93033,1,1.4,3,0,0,0,0,1,1
791,55,30,58,92028,4,0.9,1,0,0,0,0,1,1
1283,51,26,55,93955,1,1.3,2,236,0,0,0,0,1
100,66,41,15,91711,3,0.1,3,0,0,0,0,1,0
390,45,20,155,90024,1,7,1,0,0,0,0,1,1
1658,31,5,28,94538,3,1,1,0,0,0,0,1,0
719,56,31,21,90024,2,0.2,3,137,0,0,1,1,1
2016,30,5,141,95747,1,0.8,1,0,0,0,0,1,0
2008,48,21,78,94010,3,2,2,0,0,0,0,1,1
1960,50,24,130,95833,1,1,1,0,0,0,0,0,0
1574,44,20,69,92028,1,0.8,3,184,0,0,1,1,1
1352,59,35,84,94588,1,1.8,3,0,0,0,0,1,1
509,47,22,15,95521,2,0.7,3,0,0,0,0,0,0
505,40,10,44,94720,3,2,3,0,0,0,0,1,0
2105,40,14,58,90245,4,0.2,3,0,0,0,0,1,0
55,29,5,44,95819,1,0.2,3,0,0,0,0,1,0
471,32,6,84,91006,4,1.8,2,0,0,0,0,0,0
941,61,36,193,94303,1,4.7,3,203,1,0,0,1,0
1178,28,3,71,90405,1,3.3,2,149,1,1,1,1,0
1539,55,30,34,95820,4,0.1,3,157,0,0,0,1,0
1284,30,6,64,94305,4,3.4,1,117,0,0,0,0,0
798,42,17,61,94998,3,0.5,3,0,0,0,0,1,0
1685,60,34,83,94028,2,2,1,249,0,0,0,0,0
1538,58,34,41,94608,4,1.3,1,0,0,0,0,1,0
531,54,30,21,91706,2,0.2,1,0,0,0,0,0,1
1871,63,37,110,95032,1,4.1,3,0,1,0,0,0,0
618,46,20,74,94024,4,2.6,3,0,0,0,0,1,0
1956,43,17,32,90401,3,0.5,2,0,0,0,0,1,0
324,59,34,99,90034,1,4.4,1,0,1,0,0,0,0
1901,61,36,10,91365,4,0.4,2,0,0,0,0,1,0
785,48,22,98,94115,2,6.3,1,0,0,0,0,0,0
1551,40,14,39,93117,1,2,1,0,0,0,0,1,0
1362,50,26,38,95039,4,0.9,2,0,0,0,0,1,0
2163,39,13,74,95008,3,0.9,2,155,0,0,0,1,0
2018,42,15,14,92064,3,1,2,0,0,1,0,0,0
1791,44,20,43,92124,1,0.3,3,0,0,1,0,0,1
1651,31,6,83,92131,4,2.2,2,106,0,0,0,1,0
416,35,8,38,93106,4,1,2,124,0,0,0,1,0
1796,49,24,70,90024,1,2.9,1,0,0,0,0,0,1
1457,36,11,39,90095,4,1.7,1,0,0,0,0,1,0
2329,27,2,130,92182,3,4.4,1,192,1,0,0,1,0
1227,60,36,14,90089,2,0.3,1,109,0,0,0,1,1
1473,34,8,8,94710,3,0.1,2,83,0,0,0,1,0
994,41,15,185,91775,1,3.6,2,0,1,0,0,0,0
1639,32,7,125,95133,1,0,1,0,0,0,0,1,1
400,28,3,84,90024,4,0.2,1,0,0,0,0,1,1
1702,29,3,108,94304,4,1.8,2,0,0,0,0,0,0
1177,29,3,103,90049,4,3.4,1,0,1,0,0,1,0
441,64,39,59,92626,2,1.5,1,139,0,0,0,1,0
1147,31,7,71,90034,1,0.1,1,78,0,1,0,0,0
836,58,33,142,92691,2,3.9,1,193,0,0,0,1,1
743,32,6,81,92626,1,2.5,1,0,0,0,0,1,0
914,57,32,34,92507,2,2,2,0,0,1,0,0,0
2330,30,4,39,94022,1,1.5,1,0,0,0,0,1,0
913,35,10,78,94105,1,2.6,2,0,0,0,0,1,0
306,60,35,22,91207,1,1.3,1,123,0,0,0,1,0
36,48,24,81,92647,3,0.7,1,0,0,0,0,0,0
185,52,26,63,92717,2,1.5,2,0,0,1,0,1,0
2211,58,33,51,95006,2,1.9,2,0,0,0,0,0,0
757,56,31,82,95348,4,1.3,3,0,0,0,0,1,0
2473,62,36,119,94720,2,2,1,0,0,0,0,0,0
860,63,37,124,92182,3,5,2,170,1,0,0,0,0
1565,64,40,63,94706,4,1.2,2,0,0,0,0,1,0
2024,55,29,55,94720,1,0.2,1,151,0,0,0,1,0
1297,30,6,80,92399,3,1.5,1,219,0,0,0,1,0
2251,46,22,154,93109,1,5,1,0,0,0,0,1,0
1638,30,6,193,94022,3,6.3,3,0,1,0,0,1,0
1886,31,6,19,96001,4,1.1,3,104,0,0,1,1,1
3,39,15,11,94720,1,1,1,0,0,0,0,0,0
169,50,26,13,91320,4,1,1,0,0,0,0,1,0
608,28,3,170,95014,1,0.1,3,0,1,0,0,0,0
61,49,24,39,90404,3,1.7,2,0,0,1,0,1,0
2491,52,28,168,90404,3,6.5,3,118,1,0,0,1,0
653,34,9,92,90005,1,2.8,1,0,0,0,0,1,0
614,60,35,108,94904,1,0.9,1,0,0,1,0,0,0
774,41,16,120,92612,2,3.9,1,0,0,0,0,1,1
1795,56,32,98,91355,3,3.9,3,0,1,0,0,0,0
1970,64,38,115,94105,1,2,1,0,0,0,0,1,1
1323,32,5,48,94022,2,1.67,2,0,0,1,1,1,1
125,39,15,78,92121,4,2.4,1,118,0,0,0,1,0
1333,31,5,21,94309,1,0.4,2,0,0,0,0,1,0
572,35,9,53,94143,4,2.2,2,0,0,0,0,1,0
697,51,27,63,92251,2,1,3,82,0,0,0,1,0
2029,42,17,9,91710,2,0,3,0,0,0,0,0,0
1862,62,38,161,90274,1,2.9,1,0,0,1,1,1,1
1334,62,38,99,95014,4,1.7,2,0,0,0,0,1,0
540,57,32,21,94720,1,0.3,3,117,0,0,0,0,0
703,35,9,109,92709,3,4,1,0,1,0,0,0,0
1400,40,16,69,92009,4,2.4,1,0,0,0,0,1,0
2142,28,4,38,92109,4,1.6,1,0,0,0,0,0,0
301,34,9,70,92843,4,1.3,1,0,0,1,0,0,0
1319,52,26,178,94234,1,1,1,0,0,0,0,0,0
1129,30,5,171,94025,2,1.9,2,0,1,0,0,0,0
1704,65,41,40,94542,3,0.1,3,0,0,0,0,1,0
2268,38,13,168,92647,2,1.3,3,0,1,0,0,0,0
1547,33,9,105,95136,1,4,1,0,0,0,0,1,0
942,38,13,129,92093,4,4.4,1,140,1,0,0,0,0
1127,32,8,104,95192,2,3.7,1,0,1,0,0,0,1
2191,27,3,110,96150,2,0.2,1,294,0,1,0,0,1
1479,65,39,160,94803,4,3.8,1,237,1,0,0,1,0
1021,54,29,29,90071,1,1.5,2,97,0,0,0,1,0
1300,50,25,14,95762,2,0.7,3,0,0,1,0,1,0
251,30,6,29,94305,3,1,2,117,0,0,0,0,0
819,51,27,42,95039,4,1.1,2,0,0,0,0,1,1
997,33,6,49,92037,2,1.67,2,214,0,0,0,0,0
1140,55,28,38,95616,3,1,2,0,0,0,0,1,0
957,37,11,43,90250,1,2,1,0,0,0,0,1,0
639,42,16,35,92054,3,1.5,1,0,0,0,0,0,0
1748,29,5,21,90717,4,0.4,2,89,0,0,0,0,1
1441,42,15,41,94610,3,2.5,2,0,0,0,0,1,0
1242,64,38,39,92120,1,0.5,3,0,0,1,1,1,1
1636,49,24,70,91330,1,2.9,1,0,0,0,0,0,0
1989,52,28,18,91301,1,0.3,1,120,0,0,0,1,0
1142,32,7,143,91365,3,2.9,3,0,1,0,0,1,0
2109,56,32,85,94132,3,2.67,1,0,0,1,0,1,0
537,25,-1,43,92173,3,2.4,2,176,0,0,0,1,0
415,52,28,41,94309,3,1.9,2,0,0,0,0,0,1
2221,65,40,80,94105,1,0.8,3,0,0,0,0,1,0
701,37,11,84,90089,2,1.8,1,0,0,0,0,1,1
414,32,7,42,92407,3,2.3,1,0,0,0,0,1,0
2256,33,9,79,94612,1,0.1,1,0,0,0,0,1,0
1274,60,35,130,95741,3,6.3,3,437,1,0,1,1,1
558,39,15,118,95039,2,1.9,1,0,0,0,0,0,1
1183,28,2,19,94720,4,0.4,1,0,0,0,0,1,1
2130,35,10,58,91754,4,0.7,3,232,0,0,0,0,0
497,50,24,83,94301,2,0.4,3,0,0,0,0,1,0
1942,43,19,58,95307,2,3.2,1,0,0,0,0,1,0
2437,53,29,39,92626,3,1.5,1,0,0,0,0,1,0
705,56,32,129,94065,1,7.4,1,0,0,0,0,0,0
1348,60,34,85,91367,2,2,1,0,0,0,0,1,0
2435,38,12,93,95616,1,5.2,1,267,0,0,0,1,0
2164,33,3,69,92161,4,1.8,3,0,0,0,0,1,0
718,59,34,94,93940,3,0.5,1,0,0,0,0,0,1
811,32,6,41,92182,2,2,3,0,0,0,0,0,0
40,38,13,80,94115,4,0.7,3,285,0,0,0,1,0
1340,52,25,180,94545,2,9,2,297,1,0,0,1,0
1709,46,20,12,90250,4,0.6,3,0,0,0,0,0,1
1259,34,8,31,91203,1,0.3,1,104,0,0,0,1,1
1135,39,14,42,95616,1,2.5,3,0,0,0,0,1,0
15,67,41,112,91741,1,2,1,0,0,1,0,0,0
2488,45,20,40,92886,1,0.5,3,0,0,1,0,1,0
380,25,0,28,92093,2,1.7,2,0,0,0,0,0,0
1873,43,17,98,94402,3,1.1,1,0,0,0,0,0,0
307,55,29,79,92373,3,0.8,1,0,0,0,0,1,1
1643,27,3,84,95814,3,1.5,1,0,0,0,0,1,1
934,50,23,9,92064,2,1,2,0,0,0,0,1,0
1730,50,20,25,91320,4,0.4,3,0,0,0,0,1,0
1532,39,13,25,90304,4,1.5,3,0,0,0,0,1,0
546,43,19,28,94303,4,0.3,1,87,0,0,0,0,0
721,58,32,38,94025,1,2.2,3,0,0,0,0,0,0
33,53,28,41,94801,2,0.6,3,193,0,0,0,0,0
660,63,39,79,93009,4,1.7,2,0,0,0,0,1,1
376,33,7,90,92346,3,1.6,1,0,0,0,0,1,0
1972,42,17,72,95616,4,1.1,2,203,0,0,0,0,1
1076,41,15,59,90024,4,0.2,3,0,0,0,0,0,0
1038,35,11,40,93106,1,2.4,2,0,0,1,0,1,0
946,57,32,33,91745,1,1.5,2,0,0,0,0,1,0
2285,47,23,22,94901,4,0.6,1,0,0,0,0,1,1
508,64,40,32,91380,3,0.1,3,0,0,0,0,1,0
1909,50,26,22,92037,4,0.5,2,112,0,0,0,1,0
1247,48,22,59,91775,1,1.4,3,241,0,0,0,1,0
70,53,29,20,90045,4,0.2,1,0,0,0,0,1,0
954,51,26,28,92130,4,0.2,2,0,0,1,0,1,0
2261,39,14,15,93561,2,0.3,2,92,0,0,0,0,0
731,43,18,140,95616,1,7,1,205,0,0,0,1,0
898,62,37,21,92691,4,0.4,2,137,0,0,0,1,1
2184,34,8,29,90025,2,2,3,0,0,0,0,1,1
368,32,8,98,95054,2,2,2,175,0,0,0,1,0
1962,52,26,114,94304,1,4.9,1,0,0,0,0,0,0
1063,47,21,83,92220,1,3.8,1,97,1,0,0,0,0
606,57,31,41,91330,1,0.2,1,0,0,0,0,1,1
662,63,38,52,94720,2,2.8,1,0,0,0,0,1,0
224,55,25,41,95014,3,1,3,0,0,0,0,1,0
961,46,22,144,93611,2,3.3,1,0,0,0,0,1,1
1879,56,30,59,95833,3,0.8,1,159,0,1,0,1,0
1560,59,35,102,92677,4,3,2,115,1,0,0,1,0
2231,36,11,183,94704,1,3,3,0,1,0,1,1,1
1326,50,24,79,94304,1,0.3,1,120,0,0,0,1,0
1554,46,22,83,95616,3,0.7,1,0,0,0,0,0,0
262,42,16,111,93106,2,1.2,3,251,1,0,0,1,0
316,24,-2,51,90630,3,0.3,3,0,0,0,0,1,0
1101,42,16,13,91711,1,0.2,1,0,0,0,0,1,0
1368,62,38,42,95747,3,0.1,3,149,0,0,0,0,1
386,35,9,40,93943,3,0.9,1,0,0,0,0,1,0
346,51,27,12,92192,4,0.5,2,78,0,1,0,1,0
804,52,27,62,92661,4,1.8,3,82,0,0,0,0,0
644,45,21,152,91902,2,1.4,1,0,0,0,0,1,0
830,55,30,81,90254,4,3.8,2,0,0,0,0,1,0
1130,30,4,73,94305,3,3.3,1,0,1,0,1,1,1
756,56,30,45,91103,4,0.7,2,0,0,0,0,0,1
1149,41,15,108,90034,1,5.2,1,0,0,0,0,0,0
218,39,14,74,94305,3,3,1,0,0,0,0,0,0
2225,38,12,29,92084,2,1.4,3,0,0,0,0,1,0
1380,62,37,162,95051,1,1.3,1,0,0,0,0,1,0
1148,37,13,111,91367,1,0.8,2,0,0,0,0,0,0
2477,54,28,30,95616,4,0.7,2,0,0,0,0,1,0
569,34,9,41,92101,2,0.1,1,161,0,0,0,1,1
1845,65,40,21,92717,3,0.1,3,0,0,0,0,0,1
102,61,36,30,94608,3,1.3,2,0,0,0,0,0,0
763,32,6,85,90504,1,2.7,2,100,0,0,0,1,0
1542,61,35,154,92704,2,6.9,1,0,0,0,0,0,0
445,64,40,91,93106,2,0,3,0,0,0,0,1,1
343,43,19,118,91304,2,3.3,1,0,0,0,0,0,1
2201,50,25,29,90095,2,1.3,1,0,0,0,0,0,0
801,31,7,173,91040,1,6,1,0,0,0,0,1,0
472,50,24,30,91768,4,0.1,1,161,0,0,0,1,1
1943,61,36,29,90210,2,0.5,2,0,0,0,0,1,0
2461,31,5,32,92123,2,0.3,2,130,0,0,0,1,0
1949,39,15,62,93955,4,2.4,1,86,0,0,0,0,0
97,41,15,80,95014,1,5.2,1,0,0,0,0,0,0
2020,43,17,44,94611,1,0.2,1,0,0,1,1,1,0
1307,34,9,31,94115,4,1.1,3,0,0,0,0,1,1
2106,31,5,49,94114,4,1.8,3,0,0,0,0,1,1
1196,32,7,123,92407,2,2.9,2,0,1,0,0,1,0
925,55,30,32,91330,4,0.1,3,0,0,1,0,0,0
704,41,17,141,94022,2,7.6,1,92,0,0,0,0,0
2297,27,3,82,94305,2,0.2,1,0,0,0,0,0,1
792,55,29,65,94501,4,2.8,2,0,0,0,0,1,0
1218,44,20,122,94305,1,0.3,1,0,0,0,0,1,0
299,43,19,81,92069,2,3.2,1,0,0,0,0,0,0
1665,61,35,63,91605,1,1.6,1,0,0,0,0,1,0
2372,32,6,111,95014,2,1.5,3,0,0,0,0,0,0
1168,37,12,190,92354,2,3,1,475,0,0,0,1,0
2423,58,32,163,95014,2,0.5,1,400,0,0,0,0,0
2041,41,16,91,94720,3,0.5,3,0,0,0,0,0,0
2123,55,29,64,93437,3,0.8,1,119,0,0,0,0,1
248,53,29,120,92626,4,2.7,2,111,1,1,1,1,0
1935,44,20,69,95814,1,0.8,3,0,0,0,0,1,1
1065,41,17,138,95008,3,6.9,2,0,1,0,0,1,0
365,54,24,29,92028,3,1,3,148,0,0,0,0,1
630,45,19,71,91711,4,2.9,1,218,0,0,1,1,1
609,27,2,55,91910,4,1.7,2,0,0,0,0,1,0
1052,33,7,54,92886,4,0.2,1,141,0,1,0,0,0
783,54,30,194,92056,3,6,3,587,1,1,1,1,1
854,27,2,155,95138,1,0.8,1,0,0,0,0,0,0
473,43,19,31,90007,4,0.3,1,156,0,0,0,1,0
1143,44,20,75,91335,4,1.9,1,0,0,0,0,0,0
28,46,20,158,90064,1,2.4,1,0,0,0,0,1,1
238,62,38,83,92521,1,1.8,3,0,0,0,0,1,0
2233,59,33,140,95035,2,0.5,1,262,0,0,0,1,0
1320,32,6,35,94005,2,0.3,1,0,0,0,0,0,1
1062,47,22,33,91105,1,1.4,3,0,0,0,0,1,0
393,54,29,48,91709,4,1.8,3,0,0,0,0,1,0
1701,43,16,71,90089,3,2.33,2,0,0,0,0,0,0
2000,48,22,80,93940,2,2.4,2,0,0,0,0,1,0
77,58,32,12,91320,3,0.3,3,0,0,0,0,0,0
1835,41,16,23,94143,2,0.3,2,118,0,0,0,0,0
1031,61,35,112,90024,4,1.7,3,0,0,0,0,0,1
2113,27,2,103,93117,1,1.9,1,120,0,0,0,1,0
2079,35,11,21,95814,2,1,2,0,0,0,0,0,0
545,35,10,164,91614,2,7.8,1,0,0,0,0,1,0
800,29,3,39,95051,4,2.1,3,0,0,0,0,1,0
1081,47,22,24,90717,4,0.4,2,142,0,0,0,1,0
1167,30,5,112,91711,4,5,2,0,1,0,0,0,1
1110,65,41,121,92126,2,2.1,1,0,0,0,0,1,0
1016,60,34,62,94303,1,0.8,2,0,0,0,0,0,0
1615,47,23,89,94920,1,2.6,2,0,0,1,1,1,1
482,33,9,53,94063,1,1.2,1,0,0,0,0,0,1
637,40,16,120,92037,2,6.1,1,196,0,0,0,1,0
2159,50,25,83,94720,4,3.1,1,0,1,0,0,0,1
659,52,26,35,91711,3,0.9,3,0,0,0,0,0,0
2078,34,9,160,94108,4,8,3,0,1,0,0,0,1
127,31,5,115,92096,2,1.3,1,101,0,0,0,1,1
2337,34,8,99,93460,2,4.5,3,217,0,0,0,0,0
1159,41,16,99,92660,1,1,3,0,0,0,0,1,0
2259,59,33,93,91320,2,0.7,2,0,0,0,0,0,0
741,52,27,195,90266,1,8.1,1,0,0,0,0,0,0
71,42,18,115,91335,1,3.5,1,0,0,0,0,0,1
406,36,11,133,90245,1,3.8,1,290,0,1,1,1,1
920,51,27,88,91116,1,2.6,2,0,0,1,0,0,1
407,45,19,125,92354,1,2.4,1,0,0,0,0,0,0
696,29,4,115,92717,1,1.9,1,0,0,0,0,0,0
222,45,19,83,95051,2,1.7,2,0,0,0,0,1,0
2275,40,15,21,90034,2,0,3,0,0,0,0,1,0
810,54,29,111,94304,1,0.1,3,0,0,0,0,0,1
2466,58,34,25,90059,2,0.3,1,123,0,0,0,1,0
711,43,17,59,94085,3,0.9,3,87,0,0,0,1,1
532,32,6,50,90401,4,2.1,3,0,0,1,1,1,1
1203,35,11,24,95521,4,0.4,2,0,0,0,0,0,0
489,37,13,43,94122,3,2.8,1,0,0,0,0,1,0
1386,57,31,82,95032,2,2,1,83,0,0,0,0,1
1986,31,7,31,94920,4,0.4,2,79,0,0,0,0,0
878,35,11,59,95123,4,0.1,2,0,0,0,0,0,0
652,28,4,58,92121,3,1.5,1,131,0,0,0,0,0
588,50,24,94,93305,1,4.9,1,272,0,0,0,1,0
782,56,32,158,94588,3,3.7,3,0,1,0,0,1,0
1104,38,14,49,90037,1,1.8,1,0,0,0,0,0,0
458,29,3,69,94303,3,0.3,3,0,0,0,0,0,0
720,61,35,110,92521,3,4.4,1,0,0,1,0,1,0
778,55,31,12,95060,2,0.2,1,76,0,0,0,1,1
2450,31,7,64,94720,1,1.2,1,0,0,0,0,1,0
